alpha,attack,defense,source,cfg,seed,exp,epoch,test_acc,test_acc_pct,test_loss,path
0.5,ALIE,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.510700,51.0700,0.027600,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_CARAT_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,ALIE,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.449800,44.9800,0.032000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_FLDetector_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,ALIE,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.459100,45.9100,0.031600,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_FLDetector_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,ALIE,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.450300,45.0300,0.031900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_FLDetector_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,ALIE,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.443800,44.3800,0.032600,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_FLDetector_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,ALIE,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.462100,46.2100,0.031600,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_FLDetector_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,ALIE,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.344200,34.4200,0.039400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_FLTrust_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,ALIE,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.354100,35.4100,0.039200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_FLTrust_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,ALIE,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.337300,33.7300,0.040200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_FLTrust_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,ALIE,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.477000,47.7000,0.030500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_Mean_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,ALIE,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.482900,48.2900,0.029700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_Mean_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,ALIE,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.476500,47.6500,0.030100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_Mean_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,ALIE,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.463900,46.3900,0.031100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_Mean_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,ALIE,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.480500,48.0500,0.030000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_Mean_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,ALIE,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.363900,36.3900,0.038600,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,ALIE,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.383600,38.3600,0.036900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,ALIE,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.369700,36.9700,0.038100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,ALIE,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.363800,36.3800,0.039000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,ALIE,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.369000,36.9000,0.038400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,ALIE,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.241300,24.1300,0.048300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_NormClipping_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,ALIE,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.242900,24.2900,0.048100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_NormClipping_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,ALIE,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.238600,23.8600,0.048600,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_NormClipping_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,ALIE,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.230400,23.0400,0.049200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_NormClipping_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,ALIE,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.233300,23.3300,0.049000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_NormClipping_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,ALIE,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.537400,53.7400,0.026200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,ALIE,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.542000,54.2000,0.026100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,ALIE,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.531800,53.1800,0.027000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_ALIE_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,FangAttack,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.523700,52.3700,0.026700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_CARAT_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,FangAttack,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.509100,50.9100,0.028100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_CARAT_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,FangAttack,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.521400,52.1400,0.026900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_CARAT_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,FangAttack,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.282000,28.2000,0.045800,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,FangAttack,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.277500,27.7500,0.044900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,FangAttack,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.273500,27.3500,0.046000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,FangAttack,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.260600,26.0600,0.047500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,FangAttack,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.294800,29.4800,0.044700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,FangAttack,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.335000,33.5000,0.040700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,FangAttack,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.352900,35.2900,0.039700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,FangAttack,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.338800,33.8800,0.040400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,FangAttack,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.471600,47.1600,0.030200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,FangAttack,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.489500,48.9500,0.029400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,FangAttack,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.471400,47.1400,0.030300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,FangAttack,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.463100,46.3100,0.031200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,FangAttack,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.481000,48.1000,0.030100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,FangAttack,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.336900,33.6900,0.040000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,FangAttack,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.344500,34.4500,0.039800,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,FangAttack,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.334200,33.4200,0.040200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,FangAttack,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.314200,31.4200,0.042200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,FangAttack,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.322500,32.2500,0.041200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,FangAttack,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.182300,18.2300,0.053500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,FangAttack,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.213500,21.3500,0.050700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,FangAttack,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.216500,21.6500,0.051100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,FangAttack,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.205700,20.5700,0.051900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,FangAttack,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.214200,21.4200,0.051300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,FangAttack,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.549800,54.9800,0.025100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,FangAttack,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.546100,54.6100,0.025800,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,FangAttack,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.535000,53.5000,0.026300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,MinMax,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.546600,54.6600,0.025100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_CARAT_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,MinMax,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.524400,52.4400,0.026700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_CARAT_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,MinMax,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.538200,53.8200,0.025500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_CARAT_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.487800,48.7800,0.029500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.493300,49.3300,0.028900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.487200,48.7200,0.029200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.480700,48.0700,0.030000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.493700,49.3700,0.029300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,MinMax,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.394700,39.4700,0.036000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLTrust_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
