iid,alpha,num_clients,attack,defense,mean,std,n,seeds,last_epoch_min,last_epoch_max
non-iid,0.1,40,ALIE,FLDetector,0.03729999999999999,0.0009316651759081699,5,"42,43,44,45,46",199,199
non-iid,0.1,40,ALIE,TriGuardFL,0.03454,0.0005817215828899578,5,"42,43,44,45,46",199,199
non-iid,0.1,40,FangAttack,Mean,0.04648,0.0017837040113202645,5,"42,43,44,45,46",199,199
non-iid,0.1,40,FangAttack,NormClipping,0.060160000000000005,0.0004841487374764072,5,"42,43,44,45,46",199,199
non-iid,0.1,40,FangAttack,MultiKrum,0.04188000000000001,0.0009765244492586963,5,"42,43,44,45,46",199,199
non-iid,0.1,40,FangAttack,FLTrust,0.04582,0.0004833218389437844,5,"42,43,44,45,46",199,199
non-iid,0.1,40,FangAttack,FLDetector,0.054959999999999995,0.004280000000000002,5,"42,43,44,45,46",199,199
non-iid,0.1,40,FangAttack,TriGuardFL,0.03054,0.000361109401705356,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinMax,Mean,0.03142,0.0005635601121442141,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinMax,NormClipping,0.053700000000000005,0.000576194411635516,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinMax,MultiKrum,0.03456,0.0005161395160225578,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinMax,FLTrust,0.04598,0.0005230678732248807,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinMax,FLDetector,0.031479999999999994,0.0007626270385975046,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinMax,TriGuardFL,0.0311,0.0006511528238439887,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinSum,Mean,0.03124,0.0006216108107168017,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinSum,NormClipping,0.054380000000000005,0.0005564171097297421,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinSum,MultiKrum,0.03696000000000001,0.0014192955999368137,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinSum,FLTrust,0.046759999999999996,0.0005462600113499077,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinSum,FLDetector,0.03154,0.0006248199740725326,5,"42,43,44,45,46",199,199
non-iid,0.1,40,MinSum,TriGuardFL,0.03084,0.00048826222462934816,5,"42,43,44,45,46",199,199
non-iid,0.1,40,NoAttack,NoAttack+Mean(Base),0.03034,0.0006019966777316968,5,"42,43,44,45,46",199,199
non-iid,0.1,60,ALIE,Mean,0.03376,0.001210950040257649,5,"42,43,44,45,46",199,199
non-iid,0.1,60,ALIE,NormClipping,0.05184,0.0004176122603564217,5,"42,43,44,45,46",199,199
non-iid,0.1,60,ALIE,MultiKrum,0.056299999999999996,0.0004516635916254496,5,"42,43,44,45,46",199,199
non-iid,0.1,60,ALIE,FLTrust,0.04628,0.0006997142273814361,5,"42,43,44,45,46",199,199
non-iid,0.1,60,ALIE,FLDetector,0.03612,0.0006997142273814371,5,"42,43,44,45,46",199,199
non-iid,0.1,60,ALIE,TriGuardFL,0.03376,0.0010537551897855598,5,"42,43,44,45,46",199,199
non-iid,0.1,60,FangAttack,Mean,0.05329999999999999,0.012002499739637573,3,"42,43,44",6,199
non-iid,0.1,60,FangAttack,NormClipping,0.0641,0.005872534943843817,3,"42,43,44",53,199
non-iid,0.1,60,FangAttack,MultiKrum,0.03895,0.0016499999999999987,2,"42,43",148,199
non-iid,0.1,60,FangAttack,FLTrust,0.05193333333333333,0.008958174417195108,3,"42,43,44",38,199
non-iid,0.1,60,FangAttack,FLDetector,0.055233333333333336,0.011217941978019954,3,"42,43,44",25,199
non-iid,0.1,60,FangAttack,TriGuardFL,0.0292,0.0015000000000000013,2,"42,43",176,199
non-iid,0.1,60,MinMax,Mean,0.0303,0.000544058820349417,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinMax,NormClipping,0.053000000000000005,0.0004774934554525338,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinMax,MultiKrum,0.03266,0.0006280127387243041,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinMax,FLTrust,0.04536,0.0005851495535331114,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinMax,FLDetector,0.030359999999999998,0.0007088018058667731,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinMax,TriGuardFL,0.029779999999999994,0.0005153639490690053,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinSum,Mean,0.030520000000000002,0.0007194442299441974,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinSum,NormClipping,0.05382,0.00041665333311999416,5,"42,43,44,45,46",173,199
non-iid,0.1,60,MinSum,MultiKrum,0.035460000000000005,0.001379275171965333,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinSum,FLTrust,0.045919999999999996,0.0007110555533852467,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinSum,FLDetector,0.030440000000000002,0.0006740919818541088,5,"42,43,44,45,46",199,199
non-iid,0.1,60,MinSum,TriGuardFL,0.0298,0.0005796550698475774,5,"42,43,44,45,46",199,199
non-iid,0.1,60,NoAttack,NoAttack+Mean(Base),0.0294,0.0005692099788303089,5,"42,43,44,45,46",199,199
